full_name,eccentricity,inclination (deg),node (deg),perihelion arg (deg),perihelion distance (au),aphelion distance (au),data_arc,condition_code,n_obs_used,absolute magnitude,n,mean anomaly,time perihelion passage (tdb),spkid,pdes,pha_
       (2020 KA5),0.4958,8.23,232.08,58.38,1.101,3.27,26.0,7.0,45,23.6,0.3056,293.38,2460218.51,54017249,2020 KA5,0
       (2020 KB5),0.5184,7.24,64.2,127.03,0.954,3.01,6.0,8.0,29,24.8,0.3536,15.7,2458951.1,54017250,2020 KB5,0
       (2020 KC5),0.5152,4.62,70.33,204.06,0.981,3.06,4.0,7.0,47,27.4,0.3427,335.93,2460070.76,54017251,2020 KC5,0
       (2020 KD5),0.5196,5.93,61.1,256.3,0.822,2.6,19.0,7.0,17,23.6,0.4401,55.23,2459875.0,54017252,2020 KD5,0
       (2020 KE5),0.5731,5.35,311.92,22.79,0.864,3.19,225.0,5.0,28,22.02,0.3421,313.88,2460135.3,54017253,2020 KE5,0
       (2020 KF5),0.4148,1.94,244.58,65.24,0.854,2.07,2.0,7.0,25,29.4,0.5588,173.61,2459689.8,54017254,2020 KF5,0
       (2020 KG5),0.0744,8.21,244.26,314.35,1.029,1.19,2.0,7.0,17,26.8,0.8414,166.08,2459803.11,54017255,2020 KG5,0
       (2020 KJ5),0.3282,29.56,82.13,234.21,1.241,2.45,27.0,7.0,20,20.9,0.3927,5.19,2459987.27,54017257,2020 KJ5,0
       (2020 KK5),0.6337,15.15,83.26,325.05,0.341,1.52,714.0,2.0,46,21.93,1.095,256.99,2460094.56,54017258,2020 KK5,1
       (2020 KN5),0.4108,11.23,65.36,273.86,0.748,1.79,7.0,8.0,34,25.3,0.6888,310.96,2459065.69,54017259,2020 KN5,0
       (2020 KO5),0.3143,35.02,53.07,290.82,0.874,1.68,218.0,2.0,52,22.21,0.6846,257.82,2460149.75,54017260,2020 KO5,0
       (2020 KQ5),0.8437,6.53,100.87,29.38,0.397,4.69,32.0,6.0,142,20.1,0.2431,258.65,2460417.47,54017261,2020 KQ5,0
       (2020 KR5),0.2002,12.26,247.71,259.64,0.858,1.29,63.0,4.0,83,22.3,0.8871,252.7,2460121.44,54017262,2020 KR5,0
       (2020 KS5),0.4304,13.41,63.16,326.93,0.481,1.21,2.0,7.0,19,25.4,1.27,84.36,2459934.05,54017264,2020 KS5,0
       (2020 KU5),0.1889,28.27,236.78,4.79,1.169,1.71,8.0,8.0,16,23.3,0.5699,357.33,2458998.19,54017271,2020 KU5,0
       (2020 KV5),0.5031,8.13,240.5,315.47,0.903,2.73,21.0,7.0,96,24.2,0.4025,59.94,2459851.58,54017272,2020 KV5,0
       (2020 KW5),0.6079,5.12,65.12,300.33,0.466,1.91,2.0,8.0,36,26.3,0.7619,314.62,2459057.07,54017273,2020 KW5,0
       (2020 KY5),0.2678,21.04,100.9,241.41,1.109,1.92,4756.0,0.0,51,21.5,0.5289,105.68,2459800.68,54017274,2020 KY5,0
       (2020 KZ5),0.506,6.28,251.36,42.22,1.119,3.41,2803.0,0.0,153,20.13,0.289,280.01,2460277.25,54017275,2020 KZ5,0
       (2020 KA6),0.5978,3.69,64.66,228.45,0.955,3.79,1.0,8.0,21,26.7,0.2694,349.84,2459035.2,54017276,2020 KA6,0
       (2020 KC6),0.3391,3.73,241.99,321.47,0.985,2.0,6.0,8.0,15,27.1,0.5419,20.03,2458958.54,54017280,2020 KC6,0
       (2020 KF6),0.1714,21.83,248.88,131.22,0.766,1.08,2.0,7.0,27,23.8,1.109,278.05,2460074.38,54017282,2020 KF6,0
       (2020 KG6),0.831,22.45,264.08,134.95,0.191,2.07,3234.0,1.0,63,19.31,0.8203,11.39,2459986.62,54017288,2020 KG6,1
       (2020 KK6),0.3341,20.13,70.61,229.86,1.021,2.05,1.0,8.0,21,24.4,0.5191,332.98,2459050.56,54017289,2020 KK6,0
       (2020 KP6),0.5246,9.37,83.4,214.8,0.958,3.07,28.0,6.0,73,24.8,0.3446,329.75,2460088.29,54017290,2020 KP6,0
       (2020 KQ6),0.501,13.09,101.84,154.49,1.296,3.9,47.0,5.0,49,22.7,0.2354,233.82,2460536.55,54017291,2020 KQ6,0
       (2020 KR6),0.4822,24.04,33.97,77.34,0.509,1.46,1080.0,1.0,52,20.01,1.012,356.16,2460004.29,54017292,2020 KR6,0
       (2020 KS6),0.6208,48.95,71.77,129.31,0.952,4.07,17.0,8.0,65,22.7,0.2477,8.35,2458965.79,54017294,2020 KS6,0
       (2020 KT6),0.5407,13.11,71.05,182.73,1.036,3.47,1.0,8.0,17,26.9,0.2911,358.68,2459004.03,54017293,2020 KT6,0
       (2020 KV6),0.0618,22.54,245.8,19.89,1.017,1.15,2.0,7.0,47,25.84,0.873,139.04,2459841.23,54017302,2020 KV6,0
       (2020 KA7),0.3924,9.33,81.21,168.79,1.035,2.37,23.0,7.0,63,25.4,0.4435,83.26,2459812.74,54017303,2020 KA7,0
       (2020 KB7),0.0851,6.95,248.42,12.56,1.024,1.21,12.0,6.0,67,27.4,0.8328,103.35,2459876.41,54017304,2020 KB7,0
       (2020 KC7),0.8016,50.53,265.34,109.62,0.452,4.1,17.0,8.0,49,21.0,0.2867,342.25,2459063.41,54017312,2020 KC7,0
       (2020 KD7),0.7409,18.51,61.16,329.42,0.474,3.19,30.0,7.0,27,20.09,0.3982,7.2,2459982.41,54017313,2020 KD7,0
       (2020 KE7),0.7131,4.97,340.71,13.89,0.694,4.14,17.0,9.0,18,20.9,0.2621,343.46,2459062.62,54017314,2020 KE7,0
       (2020 KJ7),0.1924,3.35,113.93,188.32,1.04,1.54,79.0,5.0,101,25.1,0.6742,278.18,2460121.85,54017316,2020 KJ7,0
       (2020 KK7),0.6367,2.58,76.29,234.8,0.824,3.71,17.0,7.0,51,26.2,0.2884,276.02,2460291.74,54017317,2020 KK7,0
       (2020 KP7),0.3532,22.68,259.69,192.49,0.586,1.23,2543.0,1.0,40,21.9,1.142,229.76,2460114.59,54017323,2020 KP7,0
       (2020 KQ7),0.1124,2.15,112.02,284.06,0.862,1.08,29.0,4.0,29,26.5,1.03,171.4,2459834.08,54017324,2020 KQ7,0
       (2020 KR7),0.3643,10.95,259.16,69.81,1.235,2.65,165.0,4.0,73,21.2,0.3642,336.93,2460063.83,54017343,2020 KR7,0
       (2020 KV7),0.4047,6.35,240.15,52.09,1.265,2.99,68.0,5.0,37,22.68,0.318,301.08,2460185.79,54017439,2020 KV7,0
       (2020 KW7),0.6367,13.02,107.56,279.13,0.766,3.45,225.0,4.0,73,20.0,0.322,286.73,2460228.04,54017449,2020 KW7,0
       (2020 KZ7),0.4834,8.53,113.48,96.32,0.911,2.62,182.0,5.0,24,22.45,0.4211,77.17,2459817.25,54017558,2020 KZ7,0
       (2020 KA11),0.1331,6.89,218.6,86.08,1.186,1.55,2966.0,0.0,38,22.56,0.6161,210.9,2460242.52,54049874,2020 KA11,0
       (2020 KK26),0.4041,22.64,137.79,190.41,1.256,2.96,2168.0,1.0,54,19.1,0.3222,321.6,2460119.69,54099943,2020 KK26,0
       (2020 LA),0.3297,24.9,76.95,226.45,0.934,1.85,5.0,8.0,31,25.3,0.5994,334.26,2459046.45,54017329,2020 LA,0
       (2020 LB),0.5395,8.44,245.66,78.55,0.782,2.61,22.0,7.0,50,24.9,0.4455,62.17,2459860.95,54017344,2020 LB,0
       (2020 LC),0.4685,7.1,93.99,151.38,1.021,2.82,55.0,5.0,153,24.3,0.3704,11.16,2459970.38,54017367,2020 LC,0
       (2020 LD),0.8003,3.43,73.18,46.44,0.244,2.2,40.0,6.0,139,22.4,0.7314,40.41,2459945.24,54017368,2020 LD,0
       (2020 LE),0.3958,21.49,255.48,196.0,0.478,1.11,38.0,6.0,153,22.1,1.399,95.39,2459932.32,54017369,2020 LE,0
       (2020 LF),0.3179,12.31,257.77,33.17,0.989,1.91,5.0,7.0,76,25.5,0.5648,183.08,2460313.73,54017376,2020 LF,0
       (2020 LG),0.3289,14.64,89.0,222.09,0.929,1.84,22.0,4.0,35,24.5,0.6048,211.34,2460246.3,54017377,2020 LG,0
       (2020 LH),0.3158,21.1,93.6,117.1,1.008,1.94,34.0,7.0,53,22.2,0.5514,207.71,2460276.67,54017378,2020 LH,0
       (2020 LJ),0.2827,20.34,95.36,128.53,1.053,1.88,48.0,6.0,42,21.33,0.5539,199.91,2460289.54,54017381,2020 LJ,0
       (2020 LK),0.2302,31.8,259.74,82.38,0.867,1.39,5.0,8.0,153,23.5,0.8245,304.07,2459081.33,54017399,2020 LK,0
       (2020 LL),0.7236,2.21,245.94,96.13,0.668,4.17,2.0,8.0,90,25.5,0.2622,347.51,2459060.14,54017400,2020 LL,0
       (2020 LM),0.4786,3.5,261.99,256.55,0.645,1.83,12.0,7.0,63,24.7,0.7168,33.69,2459953.5,54017401,2020 LM,0
       (2020 LN),0.1898,21.62,257.75,6.39,1.127,1.66,12.0,7.0,51,23.6,0.6007,230.85,2460215.5,54017402,2020 LN,0
       (2020 LO),0.1658,9.95,253.48,241.56,0.801,1.12,15.0,5.0,51,26.8,1.047,63.9,2459939.49,54017403,2020 LO,0
       (2020 LQ),0.2611,18.89,80.01,92.66,0.857,1.46,4.0,8.0,34,25.1,0.7893,59.57,2458939.02,54017404,2020 LQ,0
       (2020 LR),0.2549,3.4,224.91,88.07,1.038,1.75,123.0,5.0,100,24.1,0.5997,198.63,2460269.56,54017405,2020 LR,0
       (2020 LS),0.4739,2.33,154.24,195.34,0.798,2.23,18.0,7.0,77,23.3,0.528,124.26,2459765.16,54017412,2020 LS,0
       (2020 LT),0.5008,6.65,245.18,61.68,1.0,3.01,3.0,8.0,28,24.48,0.3478,345.63,2459054.81,54017411,2020 LT,0
       (2020 LV),0.1529,5.51,91.85,319.26,0.775,1.05,9.0,4.0,40,25.3,1.127,254.37,2460094.24,54017418,2020 LV,0
       (2020 LX),0.4889,2.39,238.46,30.22,1.058,3.08,41.0,6.0,47,24.85,0.3311,324.09,2460108.96,54017419,2020 LX,0
       (2020 LY),0.5808,20.08,254.82,40.2,1.074,4.05,3.0,8.0,21,23.6,0.2402,352.59,2459047.35,54017420,2020 LY,0
       (2020 LD1),0.4472,3.86,268.41,346.71,1.059,2.77,41.0,7.0,35,25.3,0.3717,8.76,2459976.94,54017435,2020 LD1,0
       (2020 LE1),0.6317,11.36,192.29,183.76,0.561,2.49,1246.0,1.0,34,21.47,0.524,109.22,2459792.05,54017436,2020 LE1,0
       (2020 LF1),0.4642,7.89,227.19,93.08,0.977,2.67,164.0,5.0,36,23.3,0.4001,11.92,2459970.7,54017437,2020 LF1,0
       (2020 LG1),0.6535,21.06,137.31,208.31,0.965,4.6,227.0,5.0,67,20.11,0.2121,197.65,2460765.98,54017438,2020 LG1,1
       (2020 LH1),0.6024,12.03,236.64,96.68,1.073,4.32,154.0,4.0,108,21.39,0.2224,201.1,2460714.91,54017440,2020 LH1,0
       (2020 LM1),0.6077,17.35,75.34,135.1,0.938,3.84,8.0,9.0,39,21.49,0.2668,10.45,2458977.34,54017454,2020 LM1,1
       (2020 LT1),0.4002,8.43,62.41,280.28,0.887,2.07,7.0,8.0,18,23.0,0.5484,321.29,2459087.09,54017475,2020 LT1,0
       (2020 LV1),0.6696,25.69,85.97,116.23,0.804,4.06,7.0,9.0,20,22.1,0.2596,12.82,2458970.14,54017528,2020 LV1,0
       (2020 LX1),0.6042,9.49,84.29,252.54,0.942,3.82,34.0,7.0,24,22.1,0.2686,248.34,2460416.25,54017536,2020 LX1,0
       (2020 LY1),0.3145,32.84,269.98,330.4,1.226,2.35,6.0,8.0,20,21.4,0.4123,19.44,2458970.35,54017537,2020 LY1,0
       (2020 LZ1),0.4511,7.64,304.25,359.87,1.277,3.37,95.0,5.0,66,22.1,0.2779,262.14,2460352.61,54017538,2020 LZ1,0
       (2020 LA2),0.7364,4.51,25.55,335.41,1.139,7.5,202.0,4.0,223,19.8,0.1098,98.38,2459104.39,54017539,2020 LA2,0
       (2020 LC2),0.6148,17.98,249.78,49.55,1.058,4.43,9.0,9.0,13,20.94,0.2167,357.93,2459027.08,54017540,2020 LC2,0
       (2020 LD2),0.4923,22.14,87.36,99.47,0.976,2.87,13.0,6.0,23,21.3,0.3699,38.71,2459895.84,54017541,2020 LD2,0
       (2020 LE2),0.2726,1.52,45.22,275.17,1.192,2.09,1310.0,0.0,118,22.35,0.4695,78.14,2459834.08,54017542,2020 LE2,0
       (2020 LF2),0.3327,11.15,283.0,76.39,0.949,1.89,40.0,6.0,29,24.0,0.5813,160.56,2459724.3,54017543,2020 LF2,0
       (2020 LG2),0.4457,14.16,273.06,7.78,1.041,2.71,90.0,6.0,73,22.0,0.3832,12.52,2459967.83,54017545,2020 LG2,1
       (2020 LJ2),0.4222,5.82,303.86,28.0,1.221,3.01,1108.0,0.0,189,21.8,0.3208,293.06,2460209.13,54017556,2020 LJ2,0
       (2020 LK2),0.4147,4.59,54.44,248.72,1.254,3.03,95.0,4.0,38,22.36,0.3141,298.34,2460196.82,54017557,2020 LK2,0
       (2020 LS2),0.4554,3.31,321.73,313.67,1.248,3.33,28.0,6.0,15,23.5,0.2842,277.95,2460289.17,54017685,2020 LS2,0
       (2020 LB3),0.4378,3.76,334.36,45.55,1.29,3.3,2737.0,0.0,355,19.64,0.2835,241.56,2460418.33,54048829,2020 LB3,0
       (2020 LD3),0.6013,21.59,281.72,103.86,0.849,3.41,213.0,3.0,70,20.58,0.3173,275.3,2460267.41,54050974,2020 LD3,0
       (2020 MA),0.4998,5.67,88.14,198.44,1.016,3.05,12.0,8.0,22,25.3,0.3403,352.39,2459036.86,54017450,2020 MA,0
       (2020 MB),0.0538,1.68,193.87,139.0,1.123,1.25,3216.0,0.0,48,24.5,0.7625,325.01,2460046.4,54017451,2020 MB,0
       (2020 MC),0.4127,5.35,164.52,106.9,1.219,2.93,57.0,5.0,35,23.89,0.3297,321.3,2460117.88,54017452,2020 MC,0
       (2020 MD),0.4395,25.81,252.26,4.89,1.254,3.22,27.0,7.0,28,22.5,0.2946,292.47,2460229.72,54017453,2020 MD,0
       (2020 ME),0.2697,16.65,99.92,351.79,0.616,1.07,31.0,6.0,46,23.6,1.274,342.61,2460014.15,54017455,2020 ME,0
       (2020 MF),0.4526,9.84,261.23,354.83,1.168,3.1,7.0,8.0,15,23.7,0.3162,2.97,2459009.11,54017456,2020 MF,0
       (2020 MG),0.6475,12.21,211.55,167.49,0.677,3.16,215.0,4.0,43,20.7,0.3707,329.48,2460082.84,54017457,2020 MG,0
       (2020 MH),0.4062,8.46,166.51,166.06,1.28,3.03,996.0,4.0,25,21.35,0.3114,273.27,2460279.02,54017472,2020 MH,0
       (2020 MJ),0.5931,3.18,262.13,271.54,0.666,2.61,13.0,8.0,23,25.29,0.4712,30.33,2458961.13,54017473,2020 MJ,0
       (2020 MK),0.6108,9.18,102.35,258.52,0.653,2.7,941.0,0.0,217,22.5,0.4533,57.84,2459872.9,54017474,2020 MK,0
       (2020 ML),0.2236,3.24,127.59,186.37,1.015,1.6,38.0,6.0,35,25.8,0.659,257.0,2460156.79,54017476,2020 ML,0
       (2020 MM),0.2678,4.62,213.8,99.25,1.054,1.82,97.0,5.0,44,25.1,0.5707,172.91,2459697.51,54017477,2020 MM,0
       (2020 MO),0.5845,6.81,93.64,209.52,1.009,3.85,24.0,7.0,39,24.9,0.2604,247.17,2460433.75,54017529,2020 MO,0
       (2020 MP),0.5006,3.25,240.36,107.77,1.244,3.74,154.0,4.0,209,20.6,0.2508,223.51,2460544.79,54017530,2020 MP,0
       (2020 MR),0.5858,17.15,105.86,177.22,1.233,4.72,91.0,5.0,19,20.3,0.1919,189.91,2460886.63,54017535,2020 MR,0
       (2020 MS),0.4329,7.57,95.81,200.66,1.199,3.03,2050.0,0.0,58,22.03,0.3208,307.18,2460165.16,54017544,2020 MS,0
       (2020 MT),0.5552,2.65,93.08,148.76,0.999,3.49,4.0,8.0,15,26.1,0.2928,6.99,2458996.64,54017546,2020 MT,0
       (2020 MV),0.4796,6.47,203.21,112.54,0.937,2.66,182.0,5.0,19,23.4,0.4078,20.46,2459950.32,54017555,2020 MV,0
       (2020 MX),0.278,4.44,282.62,176.84,0.601,1.06,45.0,6.0,162,24.0,1.298,1.98,2459998.97,54017559,2020 MX,0
       (2020 MY),0.6198,12.29,181.2,163.3,0.832,3.54,12.0,9.0,68,20.61,0.3045,343.59,2459074.41,54017560,2020 MY,0
       (2020 MZ),0.3246,13.59,267.43,305.27,0.919,1.8,8.0,7.0,105,25.8,0.6207,277.66,2460133.16,54017562,2020 MZ,0
       (2020 MA1),0.2003,4.93,102.09,8.85,0.706,1.06,15.0,7.0,29,25.4,1.188,230.07,2460109.84,54017563,2020 MA1,0
       (2020 MB1),0.5508,59.47,84.44,262.54,0.844,2.91,6.0,9.0,18,21.7,0.383,331.16,2459095.81,54017564,2020 MB1,0
       (2020 ME1),0.5278,1.08,275.13,47.13,0.909,2.94,5.0,7.0,36,26.0,0.3692,345.72,2460039.17,54017565,2020 ME1,0
       (2020 MF1),0.5223,1.08,105.06,213.88,0.923,2.94,9.0,8.0,15,27.6,0.3667,344.93,2459061.6,54017566,2020 MF1,0
       (2020 MO1),0.608,10.0,101.18,257.91,0.707,2.9,189.0,4.0,28,23.6,0.4067,11.32,2459972.66,54017577,2020 MO1,0
       (2020 MP1),0.4888,6.78,94.21,181.48,1.02,2.97,4.0,6.0,156,26.11,0.3495,340.19,2460057.17,54017578,2020 MP1,0
       (2020 MQ1),0.5112,4.16,103.64,138.98,1.08,3.34,1.0,9.0,13,24.9,0.3003,7.33,2458998.1,54017579,2020 MQ1,0
       (2020 MS1),0.1177,24.95,271.21,151.02,0.85,1.08,23.0,7.0,118,23.3,1.043,157.72,2459849.3,54017580,2020 MS1,0
       (2020 MU1),0.0411,4.87,99.15,357.43,0.983,1.07,228.0,2.0,54,24.8,0.9501,26.55,2459972.55,54017581,2020 MU1,0
       (2020 MV1),0.2275,10.17,270.98,21.51,1.108,1.76,32.0,6.0,19,24.4,0.5741,185.8,2460303.93,54017593,2020 MV1,0
       (2020 MB2),0.6146,28.69,313.01,208.49,0.809,3.39,3052.0,1.0,59,19.18,0.3242,14.27,2459956.49,54017594,2020 MB2,0
       (2020 MC2),0.6005,20.88,265.86,356.89,1.07,4.29,2.0,8.0,46,24.8,0.2248,1.61,2459016.35,54017596,2020 MC2,0
       (2020 MD2),0.4346,8.37,139.99,156.82,1.2,3.04,2120.0,0.0,78,21.67,0.3189,306.0,2460169.87,54017597,2020 MD2,0
       (2020 MF2),0.5478,13.45,252.61,27.58,1.247,4.27,140.0,4.0,104,19.7,0.2153,213.18,2460682.4,54017598,2020 MF2,0
       (2020 MK2),0.2521,13.08,80.3,257.68,1.061,1.78,7.0,7.0,14,23.2,0.5837,161.84,2459723.21,54017610,2020 MK2,0
       (2020 ML2),0.3066,4.16,263.0,343.14,1.008,1.9,8.0,7.0,11,27.9,0.5621,202.83,2460280.13,54017611,2020 ML2,0
       (2020 MM2),0.7105,0.62,244.59,116.55,0.717,4.23,2.0,9.0,18,22.2,0.2531,339.98,2459103.59,54017613,2020 MM2,0
       (2020 MN2),0.5035,8.9,78.23,264.73,0.901,2.73,7.0,8.0,12,22.8,0.403,331.22,2459094.92,54017614,2020 MN2,0
       (2020 MP2),0.293,13.85,127.9,303.08,0.693,1.27,798.0,2.0,47,22.28,1.015,105.4,2459896.66,54017615,2020 MP2,0
       (2020 MQ2),0.4018,1.7,262.35,78.39,0.891,2.09,11.0,8.0,15,24.5,0.5422,325.41,2459084.29,54017617,2020 MQ2,0
       (2020 MT2),0.2418,14.56,100.52,176.12,1.053,1.72,43.0,7.0,75,24.0,0.6024,224.56,2460225.34,54017626,2020 MT2,0
       (2020 MV2),0.1632,11.1,119.59,168.2,1.078,1.5,17.0,8.0,20,24.4,0.6743,353.84,2459042.64,54017627,2020 MV2,0
       (2020 MW2),0.6372,7.49,227.2,332.47,0.721,3.25,49.0,6.0,28,21.2,0.3518,6.17,2459982.97,54017639,2020 MW2,0
       (2020 MY2),0.4602,4.72,263.34,304.61,0.997,2.7,5.0,9.0,11,24.5,0.3925,22.28,2458967.73,54017643,2020 MY2,0
       (2020 MZ2),0.4316,12.24,267.6,27.7,1.271,3.2,4.0,9.0,9,23.4,0.2947,350.15,2459058.95,54017642,2020 MZ2,0
       (2020 MA3),0.702,16.55,69.35,302.71,0.748,4.27,3166.0,0.0,46,19.0,0.2477,197.26,2460657.52,54017644,2020 MA3,1
       (2020 MB3),0.4432,10.38,122.99,147.97,1.226,3.18,66.0,5.0,24,22.6,0.3016,290.76,2460230.12,54017645,2020 MB3,0
       (2020 MC3),0.5327,6.58,271.55,345.98,1.128,3.7,73.0,6.0,22,22.4,0.2626,257.3,2460391.51,54017646,2020 MC3,0
       (2020 MD3),0.3603,4.75,268.08,12.2,1.085,2.31,67.0,5.0,26,24.4,0.4463,69.91,2459843.85,54017647,2020 MD3,0
       (2020 ME3),0.3064,3.91,89.68,215.26,1.03,1.94,54.0,5.0,23,25.9,0.5443,152.97,2459719.49,54017648,2020 ME3,0
       (2020 MF3),0.5005,8.36,99.86,193.01,1.087,3.26,23.0,7.0,17,25.0,0.3071,293.02,2460218.64,54017649,2020 MF3,0
       (2020 MG3),0.4662,21.0,114.34,164.5,1.21,3.32,74.0,6.0,42,21.9,0.2889,279.06,2460280.67,54017650,2020 MG3,0
       (2020 MH3),0.5976,8.96,276.02,335.32,1.017,4.04,22.0,7.0,29,25.0,0.2452,244.12,2460473.07,54017651,2020 MH3,0
       (2020 MK3),0.3603,2.36,94.55,334.28,0.517,1.1,13.0,7.0,42,25.8,1.356,112.02,2459917.89,54017652,2020 MK3,0
       (2020 ML3),0.446,6.04,279.61,56.78,1.195,3.12,7873.0,0.0,279,20.59,0.311,285.57,2460239.82,54017653,2020 ML3,0
       (2020 MM3),0.2704,18.76,265.4,100.44,1.291,2.25,23.0,6.0,15,19.9,0.4185,331.32,2460069.02,54017654,2020 MM3,0
       (2020 MN3),0.2744,16.78,104.24,140.73,1.02,1.79,27.0,7.0,17,23.1,0.5913,236.15,2460209.95,54017655,2020 MN3,0
       (2020 MO3),0.2094,1.57,53.85,77.98,0.749,1.15,448.0,4.0,28,24.6,1.068,91.71,2459914.62,54017662,2020 MO3,0
       (2020 MQ3),0.5989,8.67,105.08,266.84,0.895,3.57,44.0,6.0,20,21.7,0.2955,263.92,2460325.63,54017664,2020 MQ3,0
       (2020 MR3),0.606,8.31,276.87,175.1,0.322,1.31,30.0,5.0,21,22.7,1.332,67.86,2459949.54,54017665,2020 MR3,0
       (2020 MU3),0.077,17.95,102.0,192.55,1.068,1.25,15.0,8.0,34,24.5,0.7916,346.71,2459046.29,54017666,2020 MU3,0
       (2020 MW3),0.5039,1.92,269.37,18.47,1.177,3.57,29.0,7.0,20,23.4,0.2696,261.26,2460366.71,54017683,2020 MW3,0
       (2020 MX3),0.2581,8.22,300.98,82.26,0.867,1.47,32.0,5.0,153,23.69,0.7796,324.41,2460046.15,54017684,2020 MX3,0
       (2020 MZ3),0.6566,5.25,133.03,250.67,0.904,4.36,256.0,3.0,173,19.9,0.2308,204.7,2460673.36,54017686,2020 MZ3,1
       (2020 MA4),0.4913,15.34,287.52,171.27,0.438,1.28,1505.0,1.0,58,22.0,1.234,323.88,2460029.77,54017687,2020 MA4,0
       (2020 MC4),0.4497,6.54,316.69,357.01,1.155,3.04,1137.0,0.0,236,21.42,0.3243,303.64,2460174.26,54017692,2020 MC4,0
       (2020 MD4),0.5997,3.93,105.65,123.56,0.899,3.59,2.0,9.0,16,24.6,0.2928,11.56,2458991.02,54017693,2020 MD4,0
       (2020 MF4),0.4443,6.6,317.35,355.45,1.173,3.05,90.0,5.0,32,22.7,0.3213,303.45,2460176.48,54017694,2020 MF4,0
       (2020 MG4),0.1781,10.55,288.64,307.65,1.022,1.46,18.0,7.0,25,24.1,0.7111,0.92,2459999.2,54017697,2020 MG4,0
       (2020 MJ4),0.1836,7.6,235.79,295.84,0.86,1.25,25.0,7.0,23,24.0,0.9119,249.25,2460121.94,54017701,2020 MJ4,0
       (2020 MO4),0.5113,3.55,136.73,177.05,1.206,3.73,110.0,6.0,25,21.7,0.2542,234.83,2460492.81,54036654,2020 MO4,0
       (2020 MQ4),0.2508,4.37,160.42,147.48,1.156,1.93,828.0,2.0,27,23.28,0.5141,118.38,2459770.24,54041665,2020 MQ4,0
       (2020 MX4),0.4931,27.63,105.4,264.44,1.297,3.82,1443.0,1.0,21,19.9,0.2408,210.7,2460620.65,54049786,2020 MX4,0
       (2020 ME5),0.4742,6.76,111.94,272.64,1.154,3.23,1097.0,1.0,69,20.4,0.3033,257.64,2460338.01,54051247,2020 ME5,0
       (2020 MO5),0.4906,6.67,244.33,88.32,1.132,3.31,112.0,4.0,41,22.5,0.2975,268.12,2460309.33,54054499,2020 MO5,0
       (2020 NA),0.4992,3.43,201.41,101.22,1.092,3.27,106.0,4.0,321,21.5,0.306,290.43,2460227.85,54017702,2020 NA,0
       (2020 NB),0.0658,15.33,283.99,338.09,1.012,1.15,2.0,6.0,55,26.18,0.8748,142.66,2459837.41,54017704,2020 NB,0
       (2020 NC),0.2922,6.12,101.7,29.43,0.584,1.07,47.0,7.0,58,22.3,1.315,317.39,2460032.9,54017783,2020 NC,0
       (2020 ND),0.5884,17.42,117.99,214.71,0.993,3.83,185.0,4.0,179,21.84,0.263,241.94,2460449.42,54017784,2020 ND,1
       (2020 NE),0.5785,42.0,98.0,246.04,0.898,3.36,167.0,4.0,42,21.6,0.3169,287.07,2460230.67,54028097,2020 NE,0
       (2020 NF),0.5482,2.67,149.77,157.25,1.089,3.73,124.0,4.0,86,24.08,0.2636,247.29,2460428.17,54031742,2020 NF,0
       (2020 NG),0.3467,26.62,272.6,304.43,0.972,2.0,30.0,6.0,73,21.8,0.5432,194.71,2460304.76,54031743,2020 NG,0
       (2020 NH),0.3683,22.12,283.15,331.39,1.023,2.22,3.0,9.0,16,25.1,0.4779,13.49,2459011.28,54031744,2020 NH,0
       (2020 NJ),0.7617,1.57,60.76,117.82,0.452,3.34,15.0,8.0,40,22.6,0.377,21.13,2458987.45,54031745,2020 NJ,0
       (2020 NK),0.4869,9.39,114.96,158.04,1.082,3.13,32.0,7.0,28,23.6,0.3219,312.45,2460148.2,54031746,2020 NK,0
       (2020 NM),0.2204,1.38,207.54,157.96,0.886,1.39,3.0,7.0,34,26.1,0.8129,5.79,2459993.37,54031747,2020 NM,0
       (2020 NN),0.533,12.65,129.65,179.55,1.033,3.39,18.0,7.0,57,24.5,0.2995,281.64,2460262.14,54034187,2020 NN,0
       (2020 NO),0.4617,2.2,123.58,200.22,0.984,2.67,16.0,4.0,43,26.8,0.3988,9.84,2459975.84,54034188,2020 NO,0
       (2020 NP),0.5571,5.45,287.59,320.93,0.948,3.33,2.0,8.0,16,27.5,0.3147,10.51,2459009.12,54034189,2020 NP,0
       (2020 NQ),0.5714,7.81,261.56,307.3,0.828,3.04,5.0,9.0,13,23.7,0.3668,21.3,2458983.44,54034190,2020 NQ,0
       (2020 NR),0.4582,12.37,169.75,359.1,0.66,1.78,3217.0,0.0,52,21.5,0.7329,47.78,2459935.31,54034191,2020 NR,0
       (2020 NS),0.2038,30.28,113.91,240.73,1.041,1.57,6.0,8.0,34,22.9,0.6596,317.09,2459107.55,54034192,2020 NS,0
       (2020 NU),0.2098,11.23,250.42,46.8,1.211,1.85,879.0,2.0,49,22.49,0.5198,130.75,2459748.94,54034193,2020 NU,0
       (2020 NV),0.0643,21.98,114.9,181.33,1.066,1.21,146.0,5.0,91,22.7,0.8105,53.15,2459934.93,54036655,2020 NV,0
       (2020 NY),0.5776,5.9,288.9,315.25,0.914,3.41,9.0,7.0,46,26.21,0.3097,307.9,2460168.72,54041664,2020 NY,0
